Date,Handysize_Index,Supramax_Index,Panamax_Index,Capesize_Index
2018-04-27,684,901,1070,1472
2018-04-30,684,901,1071,1474
2018-05-01,685,902,1071,1474
2018-05-02,689,909,1081,1490
2018-05-03,694,916,1091,1506
2018-05-04,699,922,1101,1521
2018-05-07,713,943,1130,1569
2018-05-08,718,950,1140,1585
2018-05-09,723,957,1150,1600
2018-05-10,727,964,1159,1616
2018-05-11,732,971,1169,1632
2018-05-14,746,992,1198,1680
2018-05-15,751,999,1208,1696
2018-05-16,756,1006,1218,1712
2018-05-17,760,1013,1228,1727
2018-05-18,765,1019,1237,1743
2018-05-21,779,1040,1267,1791
2018-05-22,784,1047,1276,1807
2018-05-23,788,1054,1286,1823
2018-05-24,793,1061,1296,1839
2018-05-25,798,1067,1306,1855
2018-05-28,811,1088,1335,1903
2018-05-29,816,1095,1345,1919
2018-05-30,821,1101,1354,1935
2018-05-31,825,1108,1364,1951
2018-06-01,830,1115,1374,1967
2018-06-04,834,1121,1382,1982
2018-06-05,836,1123,1385,1986
2018-06-06,837,1126,1388,1991
2018-06-07,839,1128,1391,1996
2018-06-08,840,1130,1394,2000
2018-06-11,845,1136,1403,2015
2018-06-12,846,1138,1406,2019
2018-06-13,848,1140,1409,2024
2018-06-14,849,1142,1412,2029
2018-06-15,851,1145,1415,2033
2018-06-18,855,1151,1423,2047
2018-06-19,857,1153,1426,2052
2018-06-20,858,1155,1429,2056
2018-06-21,860,1157,1432,2061
2018-06-22,861,1159,1435,2066
2018-06-25,866,1166,1444,2079
2018-06-26,867,1168,1447,2084
2018-06-27,869,1170,1450,2089
2018-06-28,870,1172,1453,2093
2018-06-29,872,1174,1456,2098
2018-07-02,877,1181,1464,2112
2018-07-03,878,1183,1467,2116
2018-07-04,880,1185,1470,2121
2018-07-05,881,1187,1473,2125
2018-07-06,883,1190,1476,2130
2018-07-09,887,1196,1485,2143
2018-07-10,889,1198,1488,2148
2018-07-11,890,1201,1491,2153
2018-07-12,892,1203,1494,2157
2018-07-13,893,1205,1497,2162
2018-07-16,898,1212,1506,2175
2018-07-17,900,1214,1509,2180
2018-07-18,901,1216,1512,2184
2018-07-19,903,1218,1515,2189
2018-07-20,904,1220,1518,2194
2018-07-23,909,1227,1527,2207
2018-07-24,911,1229,1530,2212
2018-07-25,912,1232,1533,2217
2018-07-26,914,1234,1536,2221
2018-07-27,915,1236,1539,2226
2018-07-30,920,1243,1549,2240
2018-07-31,922,1245,1552,2244
2018-08-01,923,1248,1555,2249
2018-08-02,923,1247,1553,2245
2018-08-03,922,1246,1551,2242
2018-08-06,920,1242,1546,2231
2018-08-07,920,1241,1544,2227
2018-08-08,919,1240,1542,2224
2018-08-09,918,1239,1540,2220
2018-08-10,918,1238,1539,2217
2018-08-13,916,1235,1533,2206
2018-08-14,915,1234,1532,2203
2018-08-15,915,1233,1530,2200
2018-08-16,914,1232,1528,2196
2018-08-17,914,1231,1527,2193
2018-08-20,912,1228,1522,2183
2018-08-21,911,1227,1520,2179
2018-08-22,911,1226,1518,2176
2018-08-23,910,1225,1517,2173
2018-08-24,909,1224,1515,2170
2018-08-27,908,1222,1510,2160
2018-08-28,907,1221,1509,2157
2018-08-29,907,1220,1507,2154
2018-08-30,906,1219,1505,2150
2018-08-31,905,1218,1504,2147
2018-09-03,904,1215,1499,2138
2018-09-04,903,1214,1498,2135
2018-09-05,903,1213,1496,2132
2018-09-06,902,1212,1495,2129
2018-09-07,901,1211,1493,2126
2018-09-10,900,1209,1489,2117
2018-09-11,899,1208,1487,2114
2018-09-12,899,1207,1486,2111
2018-09-13,898,1206,1484,2108
2018-09-14,897,1205,1483,2105
2018-09-17,896,1203,1479,2097
2018-09-18,895,1202,1477,2094
2018-09-19,895,1201,1476,2091
2018-09-20,894,1200,1474,2089
2018-09-21,893,1199,1473,2086
2018-09-24,892,1197,1469,2078
2018-09-25,891,1196,1468,2075
2018-09-26,891,1195,1466,2072
2018-09-27,890,1194,1465,2070
2018-09-28,890,1194,1464,2067
2018-10-01,888,1191,1460,2060
2018-10-02,884,1185,1451,2045
2018-10-03,880,1179,1442,2031
2018-10-04,876,1173,1434,2017
2018-10-05,872,1168,1425,2002
2018-10-08,860,1150,1400,1960
2018-10-09,856,1144,1391,1945
2018-10-10,852,1138,1383,1931
2018-10-11,848,1132,1374,1917
2018-10-12,844,1126,1366,1903
2018-10-15,832,1108,1340,1861
2018-10-16,828,1102,1332,1847
2018-10-17,824,1097,1323,1833
2018-10-18,820,1091,1315,1820
2018-10-19,816,1085,1306,1806
2018-10-22,804,1067,1281,1765
2018-10-23,800,1061,1272,1751
2018-10-24,796,1055,1264,1737
2018-10-25,792,1049,1255,1724
2018-10-26,788,1043,1247,1710
2018-10-29,775,1025,1222,1670
2018-10-30,771,1019,1213,1656
2018-10-31,767,1013,1205,1643
2018-11-01,763,1007,1196,1629
2018-11-02,759,1000,1187,1614
2018-11-05,745,980,1159,1570
2018-11-06,740,973,1150,1556
2018-11-07,736,967,1141,1541
2018-11-08,731,960,1131,1526
2018-11-09,726,953,1122,1512
2018-11-12,712,933,1094,1468
2018-11-13,708,926,1085,1454
2018-11-14,703,919,1075,1439
2018-11-15,698,912,1066,1425
2018-11-16,693,906,1057,1410
2018-11-19,679,885,1029,1367
2018-11-20,675,878,1020,1353
2018-11-21,670,871,1010,1339
2018-11-22,665,865,1001,1325
2018-11-23,660,858,992,1311
2018-11-26,646,837,964,1268
2018-11-27,641,830,955,1254
2018-11-28,636,823,945,1240
2018-11-29,631,816,936,1226
2018-11-30,626,809,927,1212
2018-12-03,612,788,899,1170
2018-12-04,607,781,890,1156
2018-12-05,602,774,881,1143
2018-12-06,597,767,871,1129
2018-12-07,592,760,862,1115
2018-12-10,577,739,834,1074
2018-12-11,572,732,825,1060
2018-12-12,567,725,816,1046
2018-12-13,562,718,806,1033
2018-12-14,557,711,797,1019
2018-12-17,542,690,769,979
2018-12-18,537,683,760,965
2018-12-19,532,675,751,952
2018-12-20,527,668,742,938
2018-12-21,522,661,732,925
2018-12-24,506,639,705,885
2018-12-25,501,632,695,871
2018-12-26,496,625,686,858
2018-12-27,491,618,677,845
2018-12-28,486,610,668,832
2018-12-31,470,589,640,792
2019-01-01,465,581,631,779
2019-01-02,465,581,631,779
2019-01-03,464,581,631,779
2019-01-04,464,581,630,779
2019-01-07,464,580,630,779
2019-01-08,464,580,630,779
2019-01-09,463,580,630,779
2019-01-10,463,580,629,779
2019-01-11,463,579,629,779
2019-01-14,462,579,629,778
2019-01-15,462,579,629,778
2019-01-16,462,578,628,778
2019-01-17,462,578,628,778
2019-01-18,462,578,628,778
2019-01-21,461,577,628,778
2019-01-22,461,577,627,778
2019-01-23,461,577,627,778
2019-01-24,460,577,627,777
2019-01-25,460,576,627,777
2019-01-28,459,576,626,777
2019-01-29,459,575,626,777
2019-01-30,459,575,626,777
2019-01-31,459,575,625,777
2019-02-01,459,575,625,776
2019-02-04,460,577,629,782
2019-02-05,461,578,630,784
2019-02-06,462,579,631,786
2019-02-07,462,580,633,788
2019-02-08,463,581,634,790
2019-02-11,464,583,638,796
2019-02-12,465,584,639,798
2019-02-13,466,585,640,800
2019-02-14,466,586,641,802
2019-02-15,467,587,642,804
2019-02-18,469,589,646,810
2019-02-19,469,590,647,811
2019-02-20,470,591,648,813
2019-02-21,470,592,649,815
2019-02-22,471,593,651,817
2019-02-25,473,595,654,823
2019-02-26,473,596,655,825
2019-02-27,474,597,657,827
2019-02-28,474,598,658,829
2019-03-01,475,599,659,831
2019-03-04,492,623,691,878
2019-03-05,498,631,702,894
2019-03-06,504,640,713,911
2019-03-07,509,648,723,927
2019-03-08,515,656,734,943
2019-03-11,532,680,767,992
2019-03-12,538,688,777,1009
2019-03-13,543,696,788,1025
2019-03-14,549,704,799,1042
2019-03-15,554,712,810,1058
2019-03-18,571,737,842,1108
2019-03-19,576,745,853,1125
2019-03-20,582,753,864,1142
2019-03-21,587,760,875,1159
2019-03-22,593,768,886,1176
2019-03-25,609,792,918,1227
2019-03-26,615,800,929,1244
2019-03-27,620,808,940,1261
2019-03-28,625,816,951,1278
2019-03-29,631,824,962,1295
2019-04-01,647,847,994,1347
2019-04-02,648,849,997,1352
2019-04-03,650,851,1000,1356
2019-04-04,651,853,1003,1361
2019-04-05,652,855,1006,1366
2019-04-08,657,861,1014,1380
2019-04-09,658,863,1017,1384
2019-04-10,659,865,1020,1389
2019-04-11,661,867,1023,1394
2019-04-12,662,869,1026,1398
2019-04-15,666,875,1034,1412
2019-04-16,667,877,1037,1417
2019-04-17,669,879,1039,1421
2019-04-18,670,881,1042,1426
2019-04-19,672,883,1045,1430
2019-04-22,676,889,1053,1444
2019-04-23,677,891,1056,1449
2019-04-24,678,893,1059,1453
2019-04-25,680,895,1061,1458
2019-04-26,681,896,1064,1462
2019-04-29,685,902,1072,1475
2019-04-30,686,904,1075,1480
2019-05-01,688,906,1078,1484
2019-05-02,694,915,1091,1505
2019-05-03,701,925,1104,1526
2019-05-06,720,953,1143,1590
2019-05-07,726,962,1156,1611
2019-05-08,732,971,1170,1633
2019-05-09,739,981,1183,1654
2019-05-10,745,990,1196,1675
2019-05-13,764,1018,1235,1740
2019-05-14,770,1027,1248,1761
2019-05-15,776,1036,1262,1783
2019-05-16,782,1045,1275,1804
2019-05-17,789,1055,1288,1826
2019-05-20,807,1082,1327,1891
2019-05-21,813,1091,1340,1912
2019-05-22,819,1100,1353,1934
2019-05-23,826,1110,1367,1956
2019-05-24,832,1119,1380,1978
2019-05-27,850,1146,1419,2043
2019-05-28,856,1155,1432,2065
2019-05-29,862,1164,1445,2087
2019-05-30,868,1173,1458,2109
2019-05-31,874,1182,1472,2130
2019-06-03,892,1209,1511,2196
2019-06-04,898,1218,1524,2218
2019-06-05,904,1228,1537,2240
2019-06-06,911,1237,1550,2262
2019-06-07,917,1246,1563,2284
2019-06-10,934,1272,1603,2350
2019-06-11,940,1281,1616,2373
2019-06-12,946,1290,1629,2395
2019-06-13,952,1299,1642,2417
2019-06-14,958,1308,1655,2439
2019-06-17,976,1335,1695,2505
2019-06-18,982,1344,1708,2528
2019-06-19,988,1353,1721,2550
2019-06-20,994,1362,1734,2572
2019-06-21,1000,1371,1747,2594
2019-06-24,1018,1398,1787,2661
2019-06-25,1024,1407,1800,2684
2019-06-26,1029,1415,1813,2706
2019-06-27,1035,1424,1826,2728
2019-06-28,1041,1433,1839,2751
2019-07-01,1059,1460,1879,2818
2019-07-02,1066,1472,1896,2847
2019-07-03,1074,1483,1913,2877
2019-07-04,1082,1495,1931,2907
2019-07-05,1089,1506,1948,2936
2019-07-08,1112,1541,2000,3026
2019-07-09,1120,1553,2017,3055
2019-07-10,1127,1564,2035,3085
2019-07-11,1135,1576,2052,3115
2019-07-12,1142,1587,2069,3145
2019-07-15,1165,1622,2122,3235
2019-07-16,1172,1634,2139,3265
2019-07-17,1180,1645,2157,3295
2019-07-18,1187,1657,2174,3326
2019-07-19,1195,1668,2191,3356
2019-07-22,1217,1703,2244,3447
2019-07-23,1225,1715,2261,3477
2019-07-24,1232,1726,2279,3507
2019-07-25,1240,1738,2296,3538
2019-07-26,1247,1749,2314,3568
2019-07-29,1270,1784,2367,3660
2019-07-30,1277,1795,2384,3691
2019-07-31,1284,1807,2402,3721
2019-08-01,1292,1818,2419,3752
2019-08-02,1287,1811,2407,3729
2019-08-05,1273,1789,2371,3662
2019-08-06,1269,1781,2359,3640
2019-08-07,1264,1774,2347,3617
2019-08-08,1259,1766,2335,3595
2019-08-09,1255,1759,2323,3573
2019-08-12,1241,1736,2288,3507
2019-08-13,1236,1729,2276,3485
2019-08-14,1232,1722,2264,3463
2019-08-15,1227,1714,2252,3441
2019-08-16,1222,1707,2240,3419
2019-08-19,1208,1685,2205,3355
2019-08-20,1204,1677,2193,3333
2019-08-21,1199,1670,2182,3312
2019-08-22,1194,1662,2170,3290
2019-08-23,1190,1655,2158,3269
2019-08-26,1176,1633,2123,3205
2019-08-27,1171,1625,2112,3184
2019-08-28,1166,1618,2100,3163
2019-08-29,1162,1611,2089,3142
2019-08-30,1157,1603,2077,3121
2019-09-02,1143,1581,2043,3059
2019-09-03,1138,1574,2031,3039
2019-09-04,1133,1566,2020,3018
2019-09-05,1129,1559,2008,2997
2019-09-06,1124,1552,1997,2977
2019-09-09,1110,1530,1963,2916
2019-09-10,1105,1522,1951,2896
2019-09-11,1100,1515,1940,2876
2019-09-12,1095,1508,1929,2855
2019-09-13,1091,1500,1917,2835
2019-09-16,1076,1478,1884,2776
2019-09-17,1072,1471,1872,2756
2019-09-18,1067,1463,1861,2736
2019-09-19,1062,1456,1850,2716
2019-09-20,1057,1449,1839,2697
2019-09-23,1043,1426,1805,2638
2019-09-24,1038,1419,1794,2619
2019-09-25,1033,1412,1783,2599
2019-09-26,1028,1404,1772,2580
2019-09-27,1023,1397,1761,2561
2019-09-30,1009,1375,1727,2503
2019-10-01,1004,1367,1716,2484
2019-10-02,1001,1363,1709,2472
2019-10-03,998,1358,1703,2461
2019-10-04,995,1354,1696,2449
2019-10-07,986,1341,1676,2414
2019-10-08,983,1336,1669,2403
2019-10-09,980,1332,1663,2391
2019-10-10,977,1327,1656,2380
2019-10-11,974,1323,1649,2368
2019-10-14,966,1309,1629,2334
2019-10-15,963,1305,1623,2323
2019-10-16,960,1300,1616,2312
2019-10-17,957,1296,1610,2300
2019-10-18,954,1291,1603,2289
2019-10-21,945,1278,1583,2256
2019-10-22,941,1273,1577,2244
2019-10-23,938,1269,1570,2233
2019-10-24,935,1264,1564,2222
2019-10-25,932,1260,1557,2211
2019-10-28,923,1246,1537,2178
2019-10-29,920,1242,1531,2167
2019-10-30,917,1237,1524,2156
2019-10-31,914,1233,1518,2146
2019-11-01,911,1228,1511,2135
2019-11-04,886,1191,1458,2047
2019-11-05,878,1179,1440,2018
2019-11-06,870,1167,1422,1990
2019-11-07,861,1154,1405,1961
2019-11-08,853,1142,1387,1932
2019-11-11,828,1104,1334,1847
2019-11-12,820,1092,1316,1818
2019-11-13,811,1079,1298,1790
2019-11-14,803,1067,1281,1762
2019-11-15,794,1054,1263,1734
2019-11-18,768,1016,1210,1650
2019-11-19,760,1004,1193,1622
2019-11-20,751,991,1175,1595
2019-11-21,743,978,1157,1567
2019-11-22,734,966,1140,1539
2019-11-25,708,927,1087,1458
2019-11-26,699,915,1070,1430
2019-11-27,690,902,1052,1403
2019-11-28,681,889,1035,1376
2019-11-29,672,876,1017,1350
2019-12-02,646,837,965,1270
2019-12-03,637,824,947,1243
2019-12-04,627,811,930,1217
2019-12-05,618,798,912,1190
2019-12-06,609,785,895,1164
2019-12-09,582,746,843,1086
2019-12-10,573,733,825,1061
2019-12-11,563,719,808,1035
2019-12-12,554,706,791,1009
2019-12-13,545,693,773,984
2019-12-16,516,653,722,908
2019-12-17,507,640,704,883
2019-12-18,497,626,687,858
2019-12-19,488,613,670,834
2019-12-20,478,599,653,809
2019-12-23,449,559,601,736
2019-12-24,439,545,584,712
2019-12-25,429,531,567,688
2019-12-26,419,518,550,664
2019-12-27,409,504,533,641
2019-12-30,379,462,482,571
2019-12-31,369,449,465,548
2020-01-01,359,435,448,525
2020-01-02,360,436,450,527
2020-01-03,361,437,452,530
2020-01-06,364,442,457,537
2020-01-07,365,443,459,540
2020-01-08,366,444,461,542
2020-01-09,367,446,462,545
2020-01-10,368,447,464,547
2020-01-13,370,451,469,555
2020-01-14,371,453,471,557
2020-01-15,372,454,473,560
2020-01-16,373,455,475,562
2020-01-17,374,457,476,565
2020-01-20,377,461,482,572
2020-01-21,378,462,483,575
2020-01-22,379,464,485,577
2020-01-23,380,465,487,580
2020-01-24,381,466,489,583
2020-01-27,384,470,494,590
2020-01-28,385,472,496,593
2020-01-29,386,473,497,595
2020-01-30,387,474,499,598
2020-01-31,388,476,501,600
2020-02-03,390,480,506,608
2020-02-04,391,481,508,610
2020-02-05,392,482,509,613
2020-02-06,393,484,511,616
2020-02-07,394,485,513,618
2020-02-10,397,489,518,626
2020-02-11,398,490,520,628
2020-02-12,399,491,521,631
2020-02-13,400,493,523,633
2020-02-14,400,494,525,636
2020-02-17,403,498,530,644
2020-02-18,404,499,532,646
2020-02-19,405,501,533,649
2020-02-20,406,502,535,651
2020-02-21,407,503,537,654
2020-02-24,409,507,542,661
2020-02-25,410,508,543,664
2020-02-26,411,509,545,666
2020-02-27,412,511,547,669
2020-02-28,413,512,548,671
2020-03-02,416,516,553,679
2020-03-03,417,517,555,682
2020-03-04,417,518,557,684
2020-03-05,418,520,558,687
2020-03-06,419,521,560,689
2020-03-09,422,524,565,697
2020-03-10,423,526,567,699
2020-03-11,424,527,568,702
2020-03-12,425,528,570,704
2020-03-13,425,529,571,707
2020-03-16,428,533,576,714
2020-03-17,429,534,578,716
2020-03-18,430,535,579,719
2020-03-19,431,537,581,721
2020-03-20,431,538,583,724
2020-03-23,434,542,588,731
2020-03-24,435,543,589,734
2020-03-25,436,544,591,736
2020-03-26,437,545,592,739
2020-03-27,437,546,594,741
2020-03-30,440,550,599,748
2020-03-31,441,551,600,751
2020-04-01,442,552,602,753
2020-04-02,439,549,597,747
2020-04-03,437,545,593,740
2020-04-06,429,534,579,721
2020-04-07,426,531,574,714
2020-04-08,424,527,570,708
2020-04-09,421,523,565,701
2020-04-10,419,520,561,695
2020-04-13,411,509,547,676
2020-04-14,408,505,542,669
2020-04-15,406,502,538,663
2020-04-16,403,498,533,657
2020-04-17,400,494,529,650
2020-04-20,393,483,515,631
2020-04-21,390,480,511,625
2020-04-22,387,476,506,618
2020-04-23,385,472,502,612
2020-04-24,382,469,497,606
2020-04-27,374,458,484,587
2020-04-28,372,454,479,581
2020-04-29,369,451,475,574
2020-04-30,366,447,470,568
2020-05-01,364,443,466,562
2020-05-04,436,543,591,741
2020-05-05,460,576,634,803
2020-05-06,483,609,676,866
2020-05-07,506,642,719,929
2020-05-08,529,674,762,994
2020-05-11,596,770,891,1192
2020-05-12,618,802,934,1259
2020-05-13,639,834,978,1327
2020-05-14,661,866,1021,1396
2020-05-15,683,897,1065,1466
2020-05-18,746,991,1197,1678
2020-05-19,767,1022,1241,1749
2020-05-20,788,1053,1285,1822
2020-05-21,808,1084,1330,1895
2020-05-22,829,1115,1374,1968
2020-05-25,890,1207,1507,2191
2020-05-26,910,1237,1552,2266
2020-05-27,930,1267,1597,2342
2020-05-28,950,1298,1642,2418
2020-05-29,969,1328,1687,2495
2020-06-01,1028,1418,1821,2727
2020-06-02,1021,1407,1804,2697
2020-06-03,1014,1396,1787,2668
2020-06-04,1007,1385,1771,2638
2020-06-05,1000,1373,1754,2609
2020-06-08,978,1340,1703,2522
2020-06-09,971,1329,1686,2493
2020-06-10,964,1317,1669,2464
2020-06-11,957,1306,1653,2435
2020-06-12,950,1295,1636,2406
2020-06-15,928,1262,1586,2320
2020-06-16,921,1250,1569,2292
2020-06-17,914,1239,1553,2264
2020-06-18,906,1228,1536,2235
2020-06-19,899,1217,1519,2207
2020-06-22,877,1183,1470,2123
2020-06-23,870,1172,1453,2095
2020-06-24,863,1161,1437,2068
2020-06-25,855,1150,1420,2040
2020-06-26,848,1139,1404,2013
2020-06-29,826,1105,1355,1931
2020-06-30,819,1094,1339,1904
2020-07-01,811,1083,1323,1877
2020-07-02,814,1087,1329,1886
2020-07-03,817,1091,1335,1896
2020-07-06,826,1104,1353,1924
2020-07-07,829,1109,1359,1934
2020-07-08,832,1113,1365,1943
2020-07-09,835,1117,1371,1953
2020-07-10,838,1122,1377,1963
2020-07-13,847,1135,1395,1991
2020-07-14,850,1139,1401,2001
2020-07-15,853,1143,1407,2010
2020-07-16,856,1148,1413,2020
2020-07-17,859,1152,1419,2030
2020-07-20,868,1165,1437,2058
2020-07-21,871,1169,1443,2068
2020-07-22,874,1174,1449,2078
2020-07-23,877,1178,1455,2087
2020-07-24,880,1182,1461,2097
2020-07-27,889,1196,1480,2126
2020-07-28,892,1200,1486,2135
2020-07-29,895,1204,1492,2145
2020-07-30,898,1209,1498,2155
2020-07-31,901,1213,1504,2165
2020-08-03,909,1226,1523,2194
2020-08-04,912,1231,1529,2203
2020-08-05,915,1235,1535,2213
2020-08-06,918,1240,1541,2223
2020-08-07,921,1244,1547,2233
2020-08-10,930,1257,1566,2262
2020-08-11,933,1262,1572,2272
2020-08-12,936,1266,1579,2282
2020-08-13,939,1271,1585,2292
2020-08-14,942,1275,1591,2302
2020-08-17,951,1288,1610,2331
2020-08-18,954,1293,1616,2341
2020-08-19,957,1297,1622,2351
2020-08-20,960,1302,1629,2361
2020-08-21,963,1306,1635,2371
2020-08-24,972,1320,1654,2401
2020-08-25,975,1324,1661,2411
2020-08-26,978,1329,1667,2422
2020-08-27,981,1333,1673,2432
2020-08-28,984,1338,1680,2442
2020-08-31,993,1351,1699,2472
2020-09-01,996,1356,1705,2483
2020-09-02,990,1345,1690,2456
2020-09-03,983,1335,1674,2429
2020-09-04,976,1324,1658,2402
2020-09-07,955,1293,1611,2322
2020-09-08,948,1282,1596,2295
2020-09-09,941,1272,1580,2268
2020-09-10,934,1261,1565,2242
2020-09-11,928,1251,1549,2216
2020-09-14,907,1219,1503,2137
2020-09-15,900,1209,1487,2112
2020-09-16,893,1198,1472,2086
2020-09-17,886,1187,1456,2060
2020-09-18,879,1177,1441,2034
2020-09-21,857,1145,1395,1958
2020-09-22,850,1134,1379,1932
2020-09-23,843,1124,1364,1907
2020-09-24,836,1113,1349,1882
2020-09-25,829,1102,1334,1857
2020-09-28,807,1070,1288,1782
2020-09-29,800,1060,1273,1758
2020-09-30,793,1049,1257,1733
2020-10-01,786,1038,1242,1708
2020-10-02,786,1039,1244,1711
2020-10-05,789,1043,1249,1718
2020-10-06,790,1044,1250,1720
2020-10-07,790,1046,1252,1722
2020-10-08,791,1047,1254,1725
2020-10-09,792,1048,1255,1727
2020-10-12,795,1052,1261,1735
2020-10-13,795,1053,1262,1737
2020-10-14,796,1055,1264,1739
2020-10-15,797,1056,1266,1742
2020-10-16,798,1057,1267,1744
2020-10-19,800,1061,1273,1752
2020-10-20,801,1062,1274,1755
2020-10-21,802,1064,1276,1757
2020-10-22,803,1065,1278,1760
2020-10-23,804,1066,1280,1763
2020-10-26,806,1070,1285,1771
2020-10-27,807,1071,1287,1773
2020-10-28,808,1073,1289,1776
2020-10-29,808,1074,1291,1779
2020-10-30,809,1075,1292,1782
2020-11-02,812,1079,1298,1790
2020-11-03,812,1080,1300,1793
2020-11-04,813,1082,1302,1796
2020-11-05,814,1083,1303,1798
2020-11-06,815,1084,1305,1801
2020-11-09,817,1088,1311,1810
2020-11-10,818,1089,1313,1813
2020-11-11,819,1091,1315,1816
2020-11-12,820,1092,1316,1819
2020-11-13,820,1093,1318,1822
2020-11-16,823,1097,1324,1831
2020-11-17,824,1098,1326,1834
2020-11-18,824,1100,1328,1837
2020-11-19,825,1101,1330,1840
2020-11-20,826,1102,1332,1843
2020-11-23,828,1106,1337,1852
2020-11-24,829,1108,1339,1855
2020-11-25,830,1109,1341,1858
2020-11-26,831,1110,1343,1861
2020-11-27,831,1111,1345,1865
2020-11-30,834,1115,1351,1874
2020-12-01,834,1116,1353,1877
2020-12-02,836,1119,1356,1883
2020-12-03,837,1121,1359,1889
2020-12-04,839,1123,1363,1894
2020-12-07,843,1130,1373,1911
2020-12-08,845,1133,1377,1917
2020-12-09,846,1135,1380,1923
2020-12-10,847,1137,1384,1928
2020-12-11,849,1140,1387,1934
2020-12-14,853,1147,1397,1952
2020-12-15,855,1149,1401,1957
2020-12-16,856,1151,1404,1963
2020-12-17,857,1154,1408,1969
2020-12-18,859,1156,1411,1975
2020-12-21,863,1163,1422,1992
2020-12-22,865,1165,1425,1998
2020-12-23,866,1167,1428,2004
2020-12-24,867,1170,1432,2010
2020-12-25,869,1172,1435,2016
2020-12-28,873,1179,1446,2034
2020-12-29,874,1181,1449,2040
2020-12-30,876,1183,1453,2046
2020-12-31,877,1185,1456,2052
2021-01-01,879,1188,1459,2057
2021-01-04,889,1204,1484,2098
2021-01-05,893,1210,1492,2112
2021-01-06,896,1215,1500,2126
2021-01-07,900,1221,1509,2140
2021-01-08,903,1226,1517,2154
2021-01-11,914,1243,1542,2196
2021-01-12,918,1249,1550,2210
2021-01-13,921,1254,1558,2224
2021-01-14,925,1260,1566,2239
2021-01-15,928,1265,1575,2253
2021-01-18,939,1281,1600,2295
2021-01-19,942,1287,1608,2310
2021-01-20,945,1292,1616,2324
2021-01-21,949,1298,1624,2338
2021-01-22,952,1303,1633,2352
2021-01-25,963,1320,1657,2395
2021-01-26,966,1325,1666,2410
2021-01-27,970,1330,1674,2424
2021-01-28,973,1336,1682,2439
2021-01-29,976,1341,1690,2453
2021-02-01,987,1357,1715,2496
2021-02-02,993,1367,1730,2522
2021-02-03,999,1377,1745,2548
2021-02-04,1006,1387,1760,2574
2021-02-05,1012,1397,1775,2600
2021-02-08,1031,1426,1820,2678
2021-02-09,1037,1436,1835,2704
2021-02-10,1043,1446,1850,2731
2021-02-11,1049,1456,1865,2757
2021-02-12,1055,1465,1880,2783
2021-02-15,1074,1495,1925,2862
2021-02-16,1080,1504,1940,2889
2021-02-17,1086,1514,1955,2916
2021-02-18,1092,1524,1970,2942
2021-02-19,1098,1533,1985,2969
2021-02-22,1117,1562,2030,3049
2021-02-23,1123,1572,2045,3076
2021-02-24,1129,1581,2060,3103
2021-02-25,1135,1591,2074,3130
2021-02-26,1141,1601,2089,3157
2021-03-01,1159,1629,2134,3238
2021-03-02,1174,1653,2171,3303
2021-03-03,1189,1676,2208,3368
2021-03-04,1204,1700,2244,3434
2021-03-05,1218,1723,2281,3500
2021-03-08,1262,1793,2392,3699
2021-03-09,1277,1817,2428,3766
2021-03-10,1291,1840,2465,3833
2021-03-11,1306,1863,2502,3901
2021-03-12,1320,1886,2539,3968
2021-03-15,1363,1956,2650,4173
2021-03-16,1378,1979,2687,4241
2021-03-17,1392,2002,2724,4310
2021-03-18,1406,2025,2761,4379
2021-03-19,1420,2048,2798,4448
2021-03-22,1463,2116,2909,4656
2021-03-23,1477,2139,2946,4726
2021-03-24,1491,2162,2984,4796
2021-03-25,1505,2184,3021,4866
2021-03-26,1518,2207,3058,4936
2021-03-29,1560,2275,3169,5148
2021-03-30,1574,2297,3206,5219
2021-03-31,1588,2320,3244,5290
2021-04-01,1601,2342,3281,5361
2021-04-02,1603,2346,3287,5373
2021-04-05,1609,2355,3304,5409
2021-04-06,1611,2359,3309,5420
2021-04-07,1614,2362,3315,5432
2021-04-08,1616,2365,3321,5444
2021-04-09,1618,2369,3326,5455
2021-04-12,1624,2378,3343,5490
2021-04-13,1626,2382,3349,5501
2021-04-14,1628,2385,3354,5512
2021-04-15,1630,2388,3360,5524
2021-04-16,1632,2391,3365,5535
2021-04-19,1638,2401,3381,5569
2021-04-20,1640,2404,3387,5580
2021-04-21,1642,2407,3392,5591
2021-04-22,1644,2410,3398,5602
2021-04-23,1646,2414,3403,5613
2021-04-26,1652,2423,3419,5645
2021-04-27,1654,2426,3425,5656
2021-04-28,1656,2429,3430,5667
2021-04-29,1658,2433,3435,5678
2021-04-30,1660,2436,3440,5688
2021-05-03,1666,2445,3456,5720
2021-05-04,1668,2448,3461,5730
2021-05-05,1670,2451,3467,5741
2021-05-06,1672,2455,3472,5751
2021-05-07,1675,2458,3477,5762
2021-05-10,1681,2467,3493,5792
2021-05-11,1683,2470,3498,5802
2021-05-12,1685,2473,3503,5813
2021-05-13,1687,2476,3508,5823
2021-05-14,1689,2480,3513,5833
2021-05-17,1695,2489,3528,5863
2021-05-18,1697,2492,3534,5873
2021-05-19,1699,2495,3539,5882
2021-05-20,1701,2498,3544,5892
2021-05-21,1703,2501,3549,5902
2021-05-24,1709,2511,3564,5931
2021-05-25,1712,2514,3569,5941
